Version,Filename,LOC_touched,LOC_added,MAXLOC_added,AVGLOC_added,churn,MAX_churn,AVG_churn,Change_setsize,MAXChange_setsize,AVGChange_setsize,Buggy
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedPartitionMethodException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedTableException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedTablespaceException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UndefinedTablespaceHandlerException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UnknownDataFormatException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UnremovableTablePropertyException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UnsupportedCatalogStore.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UnsupportedDataTypeException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/UnsupportedException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/ValueOutOfRangeException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/exception/ValueTooLongForTypeCharactersException.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/ha/HAConstants.java,0,0,0,0,0,0,0,0,0,0,yes
5,tajo-common/src/main/java/org/apache/tajo/json/ClassNameSerializer.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/json/CommonGsonHelper.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/json/DataTypeAdapter.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/json/DatumAdapter.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/json/GsonHelper.java,0,0,0,0,0,0,0,0,0,0,no
5,tajo-common/src/main/java/org/apache/tajo/json/GsonObject.java,0,0,0,0,0,0,0,0,0,0,no
